tarih,yil,ay,gun_haftasi,tuketim_mwh,uretim_mwh,dogalgaz_mwh,komur_mwh,hidro_mwh,ruzgar_mwh,gunes_mwh,ptf_ortalama_tl_mwh,ortalama_sicaklik_c
2018-10-12,2018,10,Cuma,956927,985635,227804,321614,173795,100274,31303,2245.14,10.6
2018-10-13,2018,10,Cumartesi,837773,862906,216967,290752,136508,109283,31430,1842.63,15.2
2018-10-14,2018,10,Pazar,840116,865320,184301,274225,97243,85441,41127,1487.91,12.2
2018-10-15,2018,10,Pazartesi,967887,996923,247565,310335,157998,98745,45038,1712.67,14.7
2018-10-16,2018,10,Salı,963689,992600,238751,326798,177108,71878,28336,1632.11,18
2018-10-17,2018,10,Çrᗺmba,954676,983317,183559,373249,153053,90890,39378,1486.07,11.2
2018-10-18,2018,10,Perᗾmbe,951198,979734,248300,369767,168981,74533,43948,1592.64,15.5
2018-10-19,2018,10,Cuma,943632,971941,194496,331704,155892,105586,63531,1602.71,12.4
2018-10-20,2018,10,Cumartesi,862808,888692,184885,278515,137073,105978,18403,1694.77,12.2
2018-10-21,2018,10,Pazar,873129,899322,235960,302283,140321,85198,33378,1391.48,14.8
2018-10-22,2018,10,Pazartesi,958252,987000,218475,366505,164907,114046,47477,1689.39,11
2018-10-23,2018,10,Salı,976631,1005930,219363,294177,172888,70522,58194,1319.69,10.5
2018-10-24,2018,10,Çrᗺmba,977977,1007316,226913,347984,161508,127004,56843,1681.08,13.6
2018-10-25,2018,10,Perᗾmbe,931506,959451,266460,327053,168618,105030,39643,1567.1,10.4
2018-10-26,2018,10,Cuma,943358,971659,223371,346699,111271,112119,23130,1265.68,11.5
2018-10-27,2018,10,Cumartesi,837645,862774,173753,307806,127111,98519,32250,1381.56,11.5
2018-10-28,2018,10,Pazar,837752,862885,180491,288640,133938,106511,28180,1484.97,11.7
2018-10-29,2018,10,Pazartesi,922203,949869,212072,347569,114603,62796,34715,1848.6,13.7
2018-10-30,2018,10,Salı,998532,1028488,229254,360669,155659,94470,45102,1406.62,7.4
2018-10-31,2018,10,Çrᗺmba,967143,996157,244391,344368,182545,70708,41227,1730.13,9.2
2018-11-01,2018,11,Perᗾmbe,956646,985345,197267,318849,186128,125632,25307,1573.83,12.3
2018-11-02,2018,11,Cuma,945091,973444,245035,322724,146089,79084,38125,1596.77,9.7
2018-11-03,2018,11,Cumartesi,833563,858570,170512,288909,143980,78920,34426,1373.38,6.6
2018-11-04,2018,11,Pazar,849797,875291,192853,292590,144578,89238,23190,1656.71,6.8
2018-11-05,2018,11,Pazartesi,930853,958778,223477,322994,164922,102302,38754,1511.44,9
2018-11-06,2018,11,Salı,952277,980845,270624,321732,146817,107572,38481,1393.73,11.1
2018-11-07,2018,11,Çrᗺmba,957631,986360,222244,368905,132786,112542,45881,1660.57,6.4
2018-11-08,2018,11,Perᗾmbe,957663,986392,215495,295228,153287,126241,30363,1398.72,11.8
2018-11-09,2018,11,Cuma,965747,994719,267102,327362,146444,111334,47002,1647.96,9.2
2018-11-10,2018,11,Cumartesi,841545,866792,245707,302660,129110,109501,26902,1930.71,12.4
2018-11-11,2018,11,Pazar,835978,861058,231303,291921,159636,87055,26867,1482.15,10
2018-11-12,2018,11,Pazartesi,970182,999287,260876,343077,140207,118592,24383,1448.9,8.1
2018-11-13,2018,11,Salı,984919,1014467,265261,323753,178721,84195,15776,1816.89,8.5
2018-11-14,2018,11,Çrᗺmba,960682,989502,250397,396957,128354,84640,44733,1523.58,10
2018-11-15,2018,11,Perᗾmbe,961633,990482,229385,329727,162645,108794,47114,1420.64,13.2
2018-11-16,2018,11,Cuma,979541,1008927,234212,325890,147735,136565,38728,1263.21,12.6
2018-11-17,2018,11,Cumartesi,886533,913129,217089,303909,141322,132391,47727,1076.19,7.7
2018-11-18,2018,11,Pazar,858887,884653,205575,316092,148934,85293,27445,1410.91,8.5
2018-11-19,2018,11,Pazartesi,934834,962879,210314,325466,172770,104993,24213,1564.99,5.7
2018-11-20,2018,11,Salı,939878,968074,207866,335934,174263,119863,28855,2054.96,9.8
2018-11-21,2018,11,Çrᗺmba,944502,972837,229837,371360,177408,67170,28293,1969.62,7.3
2018-11-22,2018,11,Perᗾmbe,943272,971570,207898,317973,169037,78325,34375,1658.4,7.8
2018-11-23,2018,11,Cuma,984426,1013958,262878,357219,176015,116290,37519,1608.19,7.6
2018-11-24,2018,11,Cumartesi,831466,856410,186659,296959,156999,80750,31041,1304.6,4
2018-11-25,2018,11,Pazar,852026,877586,220240,264516,151473,91693,18063,1480.01,8.3
2018-11-26,2018,11,Pazartesi,1003400,1033502,245794,359600,170015,91289,23620,1626.09,3.8
2018-11-27,2018,11,Salı,978349,1007700,229615,340509,151884,74201,21282,1910.16,1
2018-11-28,2018,11,Çrᗺmba,948606,977064,203317,318037,184170,88325,31781,1720.21,1.7
2018-11-29,2018,11,Perᗾmbe,982228,1011695,265683,331746,195320,105692,40415,1601.6,3.1
2018-11-30,2018,11,Cuma,944264,972591,202132,324877,179665,103112,29141,1632.91,9.6
2018-12-01,2018,12,Cumartesi,890637,917356,203254,310346,174016,89580,42391,1587.54,7.8
2018-12-02,2018,12,Pazar,877845,904181,214504,309643,138899,93922,29147,1750.86,6.4
2018-12-03,2018,12,Pazartesi,984636,1014175,238539,366668,157581,95034,30649,1764.31,6.6
2018-12-04,2018,12,Salı,989676,1019367,247041,373757,160073,118676,37303,1597.64,3.2
2018-12-05,2018,12,Çrᗺmba,980361,1009772,261265,318353,183436,125773,39906,1634.79,6.1
2018-12-06,2018,12,Perᗾmbe,951730,980282,223395,331252,176117,78531,24328,1903.66,9.8
2018-12-07,2018,12,Cuma,967279,996298,252532,339294,210632,80977,3405,1430.82,3.5
2018-12-08,2018,12,Cumartesi,873579,899786,188964,311548,193747,98294,28609,1398.6,2.4
2018-12-09,2018,12,Pazar,881576,908023,231051,269114,160107,97585,23156,1538.2,4.5
2018-12-10,2018,12,Pazartesi,959676,988466,191816,316989,175934,123724,28406,1579.88,3.5
2018-12-11,2018,12,Salı,995831,1025706,228317,345614,238389,115018,27666,1350.82,6
2018-12-12,2018,12,Çrᗺmba,1002984,1033074,211361,389244,228531,118997,45682,1590.09,2.8
2018-12-13,2018,12,Perᗾmbe,963627,992536,188667,317046,144838,105241,31837,1434.65,1.7
2018-12-14,2018,12,Cuma,951439,979982,241985,376452,213156,81552,33307,1556.85,5.4
2018-12-15,2018,12,Cumartesi,820765,845388,203587,261392,161580,98675,18081,1272.78,4.6
2018-12-16,2018,12,Pazar,918430,945982,188396,319443,186759,110698,45587,1420.61,4.7
2018-12-17,2018,12,Pazartesi,990052,1019753,196310,372139,208830,90972,14758,1130.07,3.9
2018-12-18,2018,12,Salı,974554,1003790,190643,323590,214220,94215,32530,1604.11,4.6
2018-12-19,2018,12,Çrᗺmba,957181,985897,228533,328466,187855,121702,15323,1756.38,2
2018-12-20,2018,12,Perᗾmbe,994052,1023874,225358,357893,206472,100056,43771,1746.24,-0
2018-12-21,2018,12,Cuma,931069,959001,207262,339102,177682,108813,25577,1789.85,5.9
2018-12-22,2018,12,Cumartesi,831033,855964,212796,280860,178084,62124,13751,1756.41,4.8
2018-12-23,2018,12,Pazar,844579,869917,216176,317897,159340,98237,31983,1316.08,2.5
2018-12-24,2018,12,Pazartesi,970315,999425,223207,361693,215428,67132,36077,1332.34,5
2018-12-25,2018,12,Salı,957567,986294,223764,334778,196380,134972,35931,1581.68,4.3
2018-12-26,2018,12,Çrᗺmba,949257,977735,234390,336730,215031,54845,40037,1806.48,-0.8
2018-12-27,2018,12,Perᗾmbe,940905,969132,243565,300359,201195,96771,29846,1615.19,2.4
2018-12-28,2018,12,Cuma,960997,989827,204809,367755,205388,120165,27616,1679.72,4.4
2018-12-29,2018,12,Cumartesi,839958,865156,197916,267275,194565,92827,20373,1479.84,1.8
2018-12-30,2018,12,Pazar,815279,839737,198267,304685,180701,109881,29194,1301.51,2.3
2018-12-31,2018,12,Pazartesi,953641,982250,146877,349840,221338,105865,38313,1564.31,4
2019-01-01,2019,1,Salı,923849,951565,214699,323434,218381,108234,41957,1781.4,4.9
2019-01-02,2019,1,Çrᗺmba,968930,997998,223270,355340,197638,124263,28885,1434.79,1.3
2019-01-03,2019,1,Perᗾmbe,931147,959081,253618,329212,172963,92907,26868,1612.64,1.4
2019-01-04,2019,1,Cuma,922803,950487,231540,306128,187069,106488,15860,1472.09,-0.2
2019-01-05,2019,1,Cumartesi,830350,855261,191360,298594,185380,66301,38574,1475.09,3
2019-01-06,2019,1,Pazar,805352,829512,192401,267012,143826,69929,13845,1657.43,5.2
2019-01-07,2019,1,Pazartesi,915490,942954,203006,310994,232716,117175,40762,1674.27,2.5
2019-01-08,2019,1,Salı,938631,966790,226741,326774,249865,127904,22088,1406.78,4.5
2019-01-09,2019,1,Çrᗺmba,918840,946405,170750,288659,245699,96395,12468,1659.38,3.8
2019-01-10,2019,1,Perᗾmbe,923172,950868,210006,300350,217251,82011,39300,1442.68,5
2019-01-11,2019,1,Cuma,957183,985898,221872,329568,207696,100516,20533,1886.11,2.7
2019-01-12,2019,1,Cumartesi,803865,827981,205076,296423,182463,93214,33603,2076.43,6.8
2019-01-13,2019,1,Pazar,835425,860488,188249,314575,173746,55010,19354,1506.75,5.1
2019-01-14,2019,1,Pazartesi,929949,957847,195974,342425,166337,101498,8638,1716.55,2.9
2019-01-15,2019,1,Salı,903281,930380,152589,312299,208162,102288,29398,1723.51,4.5
2019-01-16,2019,1,Çrᗺmba,917866,945402,224786,350656,221878,81129,39720,1628.53,-1.2
2019-01-17,2019,1,Perᗾmbe,894944,921792,221775,328729,223069,72950,28552,1443.78,1.5
2019-01-18,2019,1,Cuma,892293,919061,163308,344651,222435,103192,41574,1812.17,1.1
2019-01-19,2019,1,Cumartesi,769793,792886,164211,262658,182672,83991,28686,1479.97,6.1
2019-01-20,2019,1,Pazar,783770,807283,187457,273555,160911,83306,26464,1584.67,9.4
2019-01-21,2019,1,Pazartesi,887188,913803,194782,300990,232221,89808,29094,1882.21,5.1
2019-01-22,2019,1,Salı,901687,928738,214982,315729,190221,91060,25632,1693.39,1.8
2019-01-23,2019,1,Çrᗺmba,889047,915718,231013,336736,213395,74034,13672,1561.51,5.2
2019-01-24,2019,1,Perᗾmbe,922367,950038,217706,306297,202186,103977,38760,1642.81,3.3
2019-01-25,2019,1,Cuma,910832,938157,215729,311824,226549,98684,23870,1545.63,3.1
2019-01-26,2019,1,Cumartesi,771940,795098,177137,251268,170796,84452,23755,1747.03,2.1
2019-01-27,2019,1,Pazar,784134,807659,167612,262856,162012,94429,41676,1639.08,4.7
2019-01-28,2019,1,Pazartesi,893726,920537,215966,313037,193997,90674,49908,1864.32,5.7
2019-01-29,2019,1,Salı,885174,911729,199057,309271,249318,89682,34456,1864.8,1.1
2019-01-30,2019,1,Çrᗺmba,850774,876297,190776,304329,199355,78187,29683,1602.35,6.7
2019-01-31,2019,1,Perᗾmbe,878246,904594,177057,326682,195155,101153,42294,1231.49,0.7
2019-02-01,2019,2,Cuma,860145,885949,211771,315137,239940,71339,30674,1713.41,3.5
2019-02-02,2019,2,Cumartesi,769100,792173,211435,264720,193727,59130,25770,1750.46,3.1
2019-02-03,2019,2,Pazar,764054,786975,187950,277525,174716,106668,31618,1918.17,3.8
2019-02-04,2019,2,Pazartesi,858333,884083,177656,326943,193465,112192,34535,1470.81,5.6
2019-02-05,2019,2,Salı,853820,879435,232295,266381,226715,49343,24023,1605.89,5.4
2019-02-06,2019,2,Çrᗺmba,853988,879608,228273,286871,234938,74580,20480,1720.87,7.2
2019-02-07,2019,2,Perᗾmbe,882524,909000,198226,300389,243711,89171,38269,1313.89,4.3
2019-02-08,2019,2,Cuma,830138,855042,177437,304544,225978,87882,24592,2099.3,7.3
2019-02-09,2019,2,Cumartesi,722931,744619,157822,245389,200766,82293,35848,1242.99,5.5
2019-02-10,2019,2,Pazar,749833,772328,187228,245774,166715,77873,23682,1765.8,2.7
2019-02-11,2019,2,Pazartesi,862090,887953,243841,312715,238142,47481,25405,1819.38,6.7
2019-02-12,2019,2,Salı,860993,886823,198340,291912,205184,109296,33370,1556.91,3.6
2019-02-13,2019,2,Çrᗺmba,845630,870999,199735,310717,235965,96249,34739,1597.82,4.5
2019-02-14,2019,2,Perᗾmbe,877101,903414,181041,327202,220666,99195,38246,1905.83,8.8
2019-02-15,2019,2,Cuma,838366,863517,197907,320750,243654,68888,27770,1405.37,6.3
2019-02-16,2019,2,Cumartesi,762275,785143,162138,264219,195409,69903,21968,1827.3,4.2
2019-02-17,2019,2,Pazar,738155,760300,165817,279202,209067,77642,32078,1612.71,4.6
2019-02-18,2019,2,Pazartesi,828494,853349,197770,287698,233972,55446,40916,1659.99,4.7
2019-02-19,2019,2,Salı,845431,870794,176137,287591,252582,83964,32419,1377.02,6.2
2019-02-20,2019,2,Çrᗺmba,818733,843295,191744,302150,234869,97675,42166,1707.05,7.4
2019-02-21,2019,2,Perᗾmbe,839652,864842,216895,304402,243534,91044,38890,1680.59,1
2019-02-22,2019,2,Cuma,799892,823889,171370,260387,214214,75744,24387,1170,8.5
2019-02-23,2019,2,Cumartesi,751086,773619,195304,237457,174077,83260,31723,1665.69,8.5
2019-02-24,2019,2,Pazar,716903,738410,135867,251022,185768,91470,11874,1417.38,5.9
2019-02-25,2019,2,Pazartesi,838603,863761,211049,286823,192238,94707,26875,1142.78,7.5
2019-02-26,2019,2,Salı,818858,843424,182428,282243,225187,104420,26939,1705.11,0.9
2019-02-27,2019,2,Çrᗺmba,802316,826386,164768,270504,239799,65750,27000,1613.94,7.2
2019-02-28,2019,2,Perᗾmbe,836243,861330,226826,270360,219123,79394,33922,1459.59,6.3
2019-03-01,2019,3,Cuma,786640,810239,182007,287408,211599,87551,35029,1992.26,8.4
2019-03-02,2019,3,Cumartesi,709365,730646,158586,249454,206316,78658,22509,1422.61,6.4
2019-03-03,2019,3,Pazar,708284,729533,199107,254908,177725,78165,31043,1513.33,6.9
2019-03-04,2019,3,Pazartesi,820372,844983,201666,298900,206445,55011,45754,1900.58,7.4
2019-03-05,2019,3,Salı,811148,835482,147834,296883,237879,90964,43555,1517.31,10.3
2019-03-06,2019,3,Çrᗺmba,797446,821369,177941,275467,227318,52262,36934,1813.22,9.7
2019-03-07,2019,3,Perᗾmbe,815851,840327,218851,250705,202549,82647,33727,1779.19,9.4
2019-03-08,2019,3,Cuma,809211,833487,190654,249289,220293,88039,32046,1977.33,2.1
2019-03-09,2019,3,Cumartesi,699376,720358,163076,242890,175621,54974,27077,1981.24,7.4
2019-03-10,2019,3,Pazar,708314,729563,138729,261765,184994,76542,35190,1267.2,7.2
2019-03-11,2019,3,Pazartesi,791288,815027,161317,271965,219921,54088,23662,1487.89,7.8
2019-03-12,2019,3,Salı,774803,798047,163420,266449,224830,96088,34992,1352.68,8.2
2019-03-13,2019,3,Çrᗺmba,818489,843044,163349,302921,241805,89584,50978,1212.32,11.2
2019-03-14,2019,3,Perᗾmbe,767734,790766,163989,279628,204120,82293,37708,1838.64,7
2019-03-15,2019,3,Cuma,776899,800206,163967,251658,181173,85445,31868,1586.45,9.3
2019-03-16,2019,3,Cumartesi,684272,704800,162839,233279,195050,97511,31949,1776.34,12.3
2019-03-17,2019,3,Pazar,665326,685286,156804,227681,170333,52940,41895,1702.76,13.2
2019-03-18,2019,3,Pazartesi,757348,780068,168382,232201,226744,85419,54870,1766.68,9.1
2019-03-19,2019,3,Salı,773608,796816,194032,259637,218293,73192,44985,1798.64,9.6
2019-03-20,2019,3,Çrᗺmba,780472,803886,215560,300982,235645,73188,61431,1577.6,8.1
2019-03-21,2019,3,Perᗾmbe,774347,797577,189145,278662,219546,86808,44761,1729.4,10
2019-03-22,2019,3,Cuma,767589,790617,174038,275521,191114,95560,40993,1859.2,16
2019-03-23,2019,3,Cumartesi,684168,704693,153203,244806,195335,45102,36037,1600.57,8.8
2019-03-24,2019,3,Pazar,656847,676552,150247,242749,176327,68101,43061,1686.31,10.2
2019-03-25,2019,3,Pazartesi,728231,750078,165099,230925,198929,87564,45776,1291.31,15.9
2019-03-26,2019,3,Salı,758660,781420,191106,267162,233918,99527,33839,1456.52,11
2019-03-27,2019,3,Çrᗺmba,766164,789149,137960,260461,180187,84406,36455,1931.51,12.9
2019-03-28,2019,3,Perᗾmbe,752242,774810,192513,254119,199093,47355,36558,1855.85,17.7
2019-03-29,2019,3,Cuma,751660,774210,179319,280972,225057,64364,50539,1928,10.3
2019-03-30,2019,3,Cumartesi,668308,688357,159717,219157,186281,74912,36389,1765.47,13.5
2019-03-31,2019,3,Pazar,637661,656791,138892,217304,165387,40446,28498,1853.22,11.5
2019-04-01,2019,4,Pazartesi,764610,787549,187917,271806,218602,83046,34010,1461.83,18.2
2019-04-02,2019,4,Salı,785305,808864,163779,269009,219288,88925,50470,1473.47,10.3
2019-04-03,2019,4,Çrᗺmba,752751,775334,191260,267743,212502,86297,34910,1524.49,12.3
2019-04-04,2019,4,Perᗾmbe,736141,758225,174938,283712,187216,75510,36125,1837.71,16.3
2019-04-05,2019,4,Cuma,741038,763270,171831,283898,186380,71388,57426,1245.84,14.6
2019-04-06,2019,4,Cumartesi,632453,651427,126810,218362,176593,53621,36353,1873.81,13.4
2019-04-07,2019,4,Pazar,645853,665229,143314,256188,175100,81519,33356,2025.86,12.1
2019-04-08,2019,4,Pazartesi,735464,757528,183737,280540,214313,57944,46152,1716.91,15
2019-04-09,2019,4,Salı,742908,765195,181204,263217,197145,66286,31615,1480.28,16.5
2019-04-10,2019,4,Çrᗺmba,747687,770117,185567,266228,197902,90423,36791,1888.63,15.2
2019-04-11,2019,4,Perᗾmbe,725608,747376,170270,266341,199801,48667,38761,1571.92,15.8
2019-04-12,2019,4,Cuma,724057,745779,192656,267081,197317,69178,33567,1777.69,13.4
2019-04-13,2019,4,Cumartesi,615357,633818,147349,213263,166486,61778,34894,1567.38,17.5
2019-04-14,2019,4,Pazar,636621,655720,135313,216799,171313,56717,33859,1631.07,17.7
2019-04-15,2019,4,Pazartesi,741643,763892,158901,251707,202089,85579,50478,1944.25,17.8
2019-04-16,2019,4,Salı,712742,734124,142752,255272,205034,68572,44176,1684.7,13.1
2019-04-17,2019,4,Çrᗺmba,741758,764010,177958,259707,198241,74963,53052,1655.37,19.2
2019-04-18,2019,4,Perᗾmbe,729231,751108,193643,237459,187461,60738,45892,1773.68,16.9
2019-04-19,2019,4,Cuma,729413,751295,161132,242215,194097,64030,39985,1710.8,21.3
2019-04-20,2019,4,Cumartesi,604280,622409,155990,213980,165779,47442,32749,1684.05,16.7
2019-04-21,2019,4,Pazar,619332,637912,163239,215297,170663,80604,35861,1832.74,13.5
2019-04-22,2019,4,Pazartesi,749954,772453,172154,298146,210945,74897,53529,1590.96,17.8
2019-04-23,2019,4,Salı,739457,761641,171430,259414,209101,58949,51854,1823.32,22.9
2019-04-24,2019,4,Çrᗺmba,743211,765507,179437,263501,188944,76821,45701,1548.56,18.8
2019-04-25,2019,4,Perᗾmbe,727622,749450,202411,252621,190848,85159,39604,1554.63,21.2
2019-04-26,2019,4,Cuma,710995,732325,158002,238414,191074,75105,44401,1686.7,16.8
2019-04-27,2019,4,Cumartesi,612672,631052,154354,217533,165525,79434,36607,1633.47,17.6
2019-04-28,2019,4,Pazar,609561,627847,174926,193365,170830,66430,38656,1708.35,20.2
2019-04-29,2019,4,Pazartesi,749046,771517,165262,266997,198351,85418,57090,1635.69,18.3
2019-04-30,2019,4,Salı,718266,739814,175502,250992,187800,66578,41173,1852.33,22.6
2019-05-01,2019,5,Çrᗺmba,713809,735223,148111,242220,179901,65308,44903,1762.13,23
2019-05-02,2019,5,Perᗾmbe,746391,768782,170386,255559,214208,53626,48915,1860.8,12.9
2019-05-03,2019,5,Cuma,739991,762191,212841,271819,183721,94624,46133,1820.71,19.4
2019-05-04,2019,5,Cumartesi,598349,616299,136708,198959,146405,48026,40693,1801.19,18.9
2019-05-05,2019,5,Pazar,600078,618081,150566,202274,163704,57954,48073,1430.16,19.2
2019-05-06,2019,5,Pazartesi,710277,731585,133323,240813,175937,71236,36221,1516.37,22.1
2019-05-07,2019,5,Salı,720869,742495,151618,255481,194939,82595,59032,1688.25,23.6
2019-05-08,2019,5,Çrᗺmba,722667,744347,182179,261169,184907,82354,60753,1668.27,19.1
2019-05-09,2019,5,Perᗾmbe,718175,739720,181658,237494,177947,59721,46205,1678.43,19.4
2019-05-10,2019,5,Cuma,702278,723346,156456,245216,187352,77991,40844,1624.91,23.7
2019-05-11,2019,5,Cumartesi,609160,627434,120624,222291,165320,63013,58544,1277.2,22.7
2019-05-12,2019,5,Pazar,623263,641961,143536,229350,178086,89433,37119,1798.33,21.5
2019-05-13,2019,5,Pazartesi,723398,745100,154766,281736,213028,69548,59734,1241.4,21.5
2019-05-14,2019,5,Salı,706303,727492,160120,246233,203437,81158,44796,1371.76,22.4
2019-05-15,2019,5,Çrᗺmba,715950,737429,181841,269109,201715,51492,34442,1874.77,26.6
2019-05-16,2019,5,Perᗾmbe,700844,721870,142239,243178,173350,83483,49657,1725.31,21.7
2019-05-17,2019,5,Cuma,664825,684770,127974,236846,156728,54229,29580,1446.21,19.4
2019-05-18,2019,5,Cumartesi,616406,634898,145774,231732,159598,68587,39467,1446.32,21.4
2019-05-19,2019,5,Pazar,627933,646771,178328,226050,162786,47410,51357,1473.11,26
2019-05-20,2019,5,Pazartesi,716814,738318,151453,257956,192087,65153,51572,1215.96,16.9
2019-05-21,2019,5,Salı,685532,706098,134044,264452,184503,75685,42562,1664.78,22.7
2019-05-22,2019,5,Çrᗺmba,718378,739930,186573,252061,173576,87847,54316,1456.1,24.4
2019-05-23,2019,5,Perᗾmbe,729898,751794,161664,267078,175036,83283,41093,1733.09,25.2
2019-05-24,2019,5,Cuma,707971,729210,168562,229686,160637,83530,57433,1485.83,28.6
2019-05-25,2019,5,Cumartesi,610556,628873,151205,199404,138858,64932,42486,1541.52,26.9
2019-05-26,2019,5,Pazar,575194,592450,143622,202963,152299,65688,44163,1702.15,26.1
2019-05-27,2019,5,Pazartesi,696090,716973,166724,247686,150670,79042,51358,1742.76,21.5
2019-05-28,2019,5,Salı,690674,711394,161445,253506,164087,78908,56453,1302.34,26.3
2019-05-29,2019,5,Çrᗺmba,729146,751020,182710,265612,183214,71585,50240,1586.08,24.7
2019-05-30,2019,5,Perᗾmbe,737359,759479,181455,241160,199341,98375,41266,1645.82,26.6
2019-05-31,2019,5,Cuma,700658,721678,163101,235139,198501,67198,58584,1527.43,23.6
2019-06-01,2019,6,Cumartesi,622190,640856,155605,237301,160543,41957,48677,1526.16,22.9
2019-06-02,2019,6,Pazar,579412,596795,146394,210043,133152,41542,41816,1978.69,21.9
2019-06-03,2019,6,Pazartesi,737929,760067,167927,265006,209713,73488,71967,1273.72,25.4
2019-06-04,2019,6,Salı,713490,734895,174929,266499,180266,68353,43048,1458.46,29.8
2019-06-05,2019,6,Çrᗺmba,712736,734119,163646,242398,172873,82066,40572,1812.81,23.5
2019-06-06,2019,6,Perᗾmbe,741088,763321,177037,245040,184087,77159,34985,1562.61,27.8
2019-06-07,2019,6,Cuma,703484,724589,137644,244393,166442,68088,56832,1016.7,23.5
